bed,bath,acre_lot,city,house_size,price
3.0,2.0,0.17,Worcester,2121.0,449900.0
9.0,2.0,0.3,Spencer,2634.0,320000.0
4.0,2.0,0.95,Brookfield,1716.0,449900.0
4.0,3.0,0.17,Hamden,1702.0,279000.0
3.0,2.0,0.17,East Haven,1396.0,229900.0
4.0,2.0,2.2,Hancock,1932.0,320000.0
5.0,3.0,0.15,New Britain,2777.0,300000.0
4.0,4.0,0.26,Waterbury,1528.0,299900.0
3.0,2.0,0.32,Brookfield,1068.0,474730.0
2.0,1.0,0.11,Coventry,963.0,89000.0
6.0,10.0,4.34,Greenwich,7438.0,4795000.0
3.0,2.0,1.72,Woodbridge,1864.0,419900.0
3.0,1.0,0.23,East Providence,1058.0,349000.0
3.0,3.0,1.5,Plymouth,1526.0,339000.0
3.0,3.0,0.46,Sandwich,5612.0,1649000.0
6.0,7.0,1.05,Westport,8455.0,9495000.0
6.0,2.0,0.1,Providence,4333.0,503000.0
3.0,3.0,0.23,Fairfield,2303.0,799900.0
2.0,2.0,0.02,Boston,1052.0,1490000.0
3.0,2.0,2.2,Surry,2100.0,559000.0
4.0,3.0,0.11,Johnston,3240.0,319900.0
4.0,3.0,1.4,East Granby,4250.0,475000.0
4.0,3.0,0.44,Middletown,2462.0,389900.0
3.0,2.0,0.5,Plymouth,1365.0,245000.0
3.0,2.0,0.41,Longmeadow,1817.0,449900.0
6.0,9.0,2.14,Greenwich,8240.0,5100000.0
3.0,2.0,0.86,Johnston,1750.0,429900.0
5.0,3.0,1.25,Easton,3107.0,799000.0
3.0,2.0,0.36,Wethersfield,1275.0,274900.0
4.0,4.0,0.95,Sandwich,4500.0,2999000.0
3.0,3.0,1.7,Lyme,1768.0,350000.0
3.0,3.0,0.33,Methuen,2262.0,575000.0
6.0,3.0,0.16,Torrington,3171.0,340000.0
4.0,3.0,1.86,Newtown,2217.0,550000.0
5.0,7.0,0.19,Newton,5016.0,2595000.0
6.0,4.0,0.21,Hartford,3337.0,399900.0
4.0,2.0,0.46,Ridgefield,1591.0,529000.0
4.0,3.0,0.2,Greenwich,1671.0,999000.0
3.0,3.0,0.14,Woonsocket,1808.0,249900.0
3.0,2.0,2.0,Sandisfield,1504.0,349000.0
5.0,5.0,2.15,Orleans,4515.0,5500000.0
3.0,3.0,1.31,Woodstock,2292.0,465000.0
3.0,2.0,0.18,Great Barrington,1634.0,529000.0
4.0,3.0,1.58,Tolland,2724.0,499900.0
3.0,3.0,0.23,Norwalk,1698.0,1400000.0
2.0,1.0,4.47,Rockland,916.0,245000.0
4.0,3.0,1.38,Hooksett,2410.0,459000.0
3.0,2.0,0.5,Monroe,1636.0,384900.0
3.0,1.0,0.3,Lanesborough,1750.0,200000.0
3.0,1.0,0.14,New Britain,1058.0,184900.0
4.0,4.0,0.92,Darien,3945.0,2395000.0
4.0,2.0,0.37,Plymouth,2048.0,279999.0
3.0,2.0,4.66,East Falmouth,1650.0,2500000.0
4.0,3.0,0.36,Peabody,2860.0,829900.0
3.0,3.0,0.4,Brookfield,2883.0,635000.0
6.0,4.0,0.14,Lawrence,2128.0,609900.0
3.0,1.0,0.25,Wrentham,1145.0,349900.0
3.0,3.0,13.21,Tiverton,2546.0,659900.0
4.0,2.0,0.46,Orange,1200.0,390000.0
4.0,5.0,1.04,East Lyme,3726.0,699000.0
5.0,2.0,0.3,New Milford,1320.0,335000.0
4.0,2.0,0.16,Provincetown,2204.0,1975000.0
3.0,3.0,0.92,Westwood,2100.0,1150000.0
4.0,2.0,0.09,Woonsocket,2952.0,339900.0
4.0,3.0,1.0,Derry,2016.0,535000.0
3.0,2.0,0.09,Providence,1750.0,325000.0
5.0,4.0,0.98,Cheshire,3344.0,620000.0
3.0,4.0,1.8,Bethlehem,2780.0,243800.0
3.0,2.0,2.06,Stafford,1738.0,325000.0
3.0,1.0,0.2,Stamford,1428.0,524900.0
6.0,2.0,0.23,Torrington,1709.0,194000.0
4.0,3.0,0.59,Portsmouth,2677.0,829000.0
3.0,1.0,0.24,Smithfield,1052.0,369999.0
3.0,3.0,26.7,Montgomery,3178.0,749000.0
3.0,2.0,0.85,East Hampton,1800.0,415000.0
5.0,7.0,0.76,Falmouth,5700.0,3800000.0
3.0,2.0,0.14,Bridgeport,1252.0,359900.0
5.0,3.0,0.36,Wethersfield,2345.0,369900.0
4.0,5.0,16.74,Cabot,4650.0,875000.0
8.0,3.0,0.15,Griswold,2341.0,234900.0
4.0,1.0,0.3,Jay,1900.0,60000.0
4.0,3.0,0.81,Windham,4845.0,1100000.0
2.0,2.0,0.17,Groton,1215.0,119900.0
2.0,1.0,0.09,Gardner,663.0,99000.0
3.0,3.0,0.21,Westport,2345.0,849900.0
2.0,2.0,7.0,Castleton,2289.0,495000.0
4.0,4.0,1.85,Madison,3700.0,1590000.0
4.0,3.0,2.29,Wilton,2152.0,399000.0
3.0,3.0,0.6,Barre,3062.0,489500.0
3.0,2.0,1.81,Arundel,1376.0,499000.0
3.0,3.0,1.03,Barnstable,1978.0,1199000.0
3.0,2.0,0.23,Bristol,1567.0,185000.0
3.0,1.0,0.44,Attleboro,1144.0,399900.0
4.0,3.0,1.6,Guilford,2842.0,750000.0
2.0,1.0,0.75,West Rutland,960.0,209900.0
3.0,1.0,0.24,Troy,1192.0,138500.0
5.0,5.0,2.0,Weston,4704.0,2095000.0
3.0,1.0,0.2,Waterford,1597.0,369000.0
4.0,4.0,0.5,Westport,4100.0,4050000.0
5.0,5.0,7.98,Litchfield,5806.0,1099000.0
3.0,2.0,1.03,Eastford,1242.0,251100.0
3.0,3.0,0.17,Bridgeport,1260.0,259900.0
4.0,3.0,0.59,North Haven,2400.0,709900.0
4.0,3.0,1.04,Fairfield,4336.0,1499000.0
2.0,2.0,0.02,Boston,936.0,359900.0
6.0,2.0,0.63,Oxford,1684.0,400000.0
3.0,1.0,0.48,Middletown,1047.0,259999.0
3.0,2.0,0.57,Bristol,1812.0,210000.0
3.0,2.0,0.21,Groton,1897.0,465000.0
3.0,1.0,0.76,Meriden,1152.0,199900.0
4.0,3.0,0.2,Milford,1862.0,429900.0
3.0,1.0,0.15,Tiverton,1115.0,239999.0
2.0,1.0,0.18,Johnston,572.0,230000.0
3.0,2.0,0.11,Providence,1238.0,265000.0
2.0,1.0,0.16,Brookfield,1266.0,350000.0
3.0,2.0,0.12,Pawtucket,1636.0,550000.0
3.0,1.0,1.11,Hanson,1012.0,415000.0
3.0,2.0,0.16,Shelton,950.0,339000.0
2.0,3.0,0.12,Portsmouth,1774.0,1295000.0
4.0,3.0,0.13,Wells,2366.0,1350000.0
4.0,4.0,0.33,New Milford,2224.0,499900.0
4.0,2.0,0.46,Walpole,1942.0,290000.0
4.0,4.0,0.66,Wallingford,2945.0,698500.0
4.0,2.0,0.22,Attleboro,1984.0,524900.0
2.0,2.0,0.26,Bristol,1520.0,259900.0
3.0,2.0,0.14,Hamden,1577.0,314900.0
9.0,3.0,0.08,Bridgeport,3281.0,359900.0
4.0,3.0,0.34,Norwich,2680.0,400000.0
3.0,2.0,0.5,Plainville,2164.0,170000.0
6.0,7.0,1.02,Westport,5735.0,2850000.0
3.0,3.0,17.16,Waterford,5500.0,895000.0
3.0,2.0,0.14,Darien,1000.0,699000.0
6.0,3.0,0.12,Bridgeport,3090.0,480000.0
5.0,5.0,1.83,Avon,4642.0,929995.0
3.0,4.0,0.6,Seabrook,3082.0,550000.0
4.0,3.0,0.28,Meriden,1319.0,309900.0
4.0,3.0,0.92,New Milford,1768.0,442500.0
4.0,2.0,0.46,Danbury,1302.0,430000.0
6.0,2.0,0.33,Watertown,2800.0,325000.0
3.0,3.0,0.84,Wilton,2600.0,950000.0
3.0,2.0,0.27,Windham,804.0,225000.0
5.0,6.0,0.83,Hanover,5000.0,1499000.0
3.0,2.0,1.48,North Smithfield,1955.0,415000.0
4.0,3.0,1.9,Branford,2814.0,829000.0
8.0,3.0,0.14,Hartford,3719.0,339900.0
4.0,4.0,9.3,Granville,3164.0,799000.0
4.0,2.0,0.12,Gorham,2016.0,230000.0
3.0,3.0,2.89,Brookfield,1350.0,415000.0
4.0,3.0,0.99,Plympton,2289.0,545500.0
3.0,1.0,0.09,Bridgeport,1110.0,259000.0
6.0,2.0,0.16,Pittsfield,2220.0,784900.0
7.0,7.0,0.9,Hancock,5103.0,398900.0
4.0,3.0,0.23,Worcester,2652.0,549900.0
4.0,2.0,1.09,Uxbridge,1596.0,425000.0
5.0,2.0,0.37,Plymouth,3649.0,635000.0
3.0,1.0,0.23,Johnston,1300.0,259900.0
5.0,2.0,1.0,Westborough,2074.0,399000.0
3.0,2.0,0.18,New London,1635.0,295000.0
3.0,2.0,0.5,Springfield,1708.0,249000.0
3.0,1.0,0.1,Providence,1045.0,229900.0
4.0,3.0,1.06,Orange,2004.0,589000.0
2.0,1.0,0.34,Windham,560.0,269000.0
2.0,3.0,0.04,Boston,1840.0,2599000.0
3.0,2.0,1.56,Framingham,1620.0,599000.0
4.0,3.0,0.53,Norwich,2296.0,249000.0
6.0,9.0,2.0,Greenwich,11778.0,12250000.0
3.0,2.0,0.17,Brockton,1860.0,479900.0
2.0,3.0,1.01,Brandon,1774.0,265000.0
4.0,3.0,0.25,Watertown,2578.0,899900.0
12.0,4.0,0.22,Pittsfield,4200.0,184900.0
3.0,2.0,2.0,Nottingham,2122.0,1100000.0
5.0,5.0,0.56,Wethersfield,3952.0,749000.0
8.0,3.0,0.12,North Providence,3845.0,525000.0
3.0,1.0,0.26,Richmond,1300.0,349900.0
4.0,3.0,0.14,Brockton,1756.0,439900.0
6.0,7.0,2.12,Fairfield,7000.0,1719000.0
5.0,2.0,0.14,Milton,2632.0,1199000.0
6.0,2.0,0.11,Pawtucket,3720.0,324000.0
4.0,1.0,1.08,Haverhill,1098.0,449900.0
3.0,2.0,0.27,Griswold,1468.0,235000.0
3.0,1.0,0.34,Southington,976.0,249900.0
2.0,2.0,0.11,Hallowell,1766.0,275000.0
4.0,3.0,0.34,Fairfield,2085.0,719000.0
3.0,2.0,0.12,Seymour,898.0,170000.0
3.0,2.0,0.19,Waterbury,1526.0,249900.0
4.0,2.0,0.29,Groton,1704.0,229900.0
2.0,2.0,0.13,East Haven,994.0,269900.0
3.0,1.0,0.28,Avon,1710.0,489900.0
3.0,1.0,5.4,Auburn,1966.0,335000.0
6.0,7.0,2.11,Weston,8000.0,5750000.0
5.0,3.0,1.0,Monroe,3489.0,800000.0
3.0,2.0,0.12,Quincy,1218.0,620000.0
4.0,2.0,0.22,New Britain,1382.0,220000.0
4.0,4.0,1.17,Darien,4514.0,2495000.0
6.0,6.0,1.43,Canton,5421.0,1749900.0
6.0,3.0,0.2,Plymouth,1901.0,141600.0
4.0,2.0,0.1,New London,1920.0,85000.0
3.0,3.0,0.12,East Providence,1834.0,475000.0
3.0,1.0,0.34,Meriden,1560.0,169900.0
3.0,2.0,0.5,Naugatuck,1526.0,285000.0
3.0,1.0,0.11,Bridgeport,1279.0,324900.0
2.0,2.0,0.52,Oakland,1284.0,209900.0
2.0,1.0,0.22,Pittsfield,1175.0,169900.0
3.0,3.0,0.46,Cranston,1824.0,549900.0
4.0,4.0,2.04,Ridgefield,3120.0,975000.0
3.0,2.0,0.51,York,1547.0,559000.0
2.0,2.0,0.09,Newtown,1066.0,225000.0
3.0,3.0,0.88,Glastonbury,1780.0,425900.0
7.0,4.0,36.9,Mount Washington,3908.0,3495000.0
6.0,2.0,0.07,Pawtucket,2944.0,359900.0
3.0,4.0,5.3,Wilton,3892.0,925000.0
2.0,2.0,0.27,Rutland,1215.0,187500.0
3.0,2.0,0.11,Waterbury,1522.0,199000.0
4.0,4.0,1.62,Burlington,3134.0,682469.0
6.0,9.0,7.39,Tisbury,5548.0,5750000.0
3.0,2.0,0.35,South Yarmouth,1092.0,559000.0
6.0,2.0,0.16,Hartford,1896.0,199900.0
3.0,3.0,0.52,East Lyme,2296.0,499900.0
4.0,3.0,0.02,Derby,1472.0,194000.0
4.0,3.0,0.45,Williamstown,2822.0,700000.0
4.0,2.0,0.07,Spencer,1632.0,210000.0
4.0,3.0,1.52,Salem,3270.0,950000.0
6.0,2.0,0.18,Rockingham,2084.0,130000.0
4.0,4.0,4.95,Durham,4849.0,1300000.0
4.0,3.0,1.33,Guilford,1277.0,425000.0
4.0,2.0,1.1,Guilford,1944.0,260000.0
2.0,2.0,0.03,Boston,1292.0,455000.0
3.0,1.0,0.16,New Britain,1096.0,199900.0
5.0,3.0,0.17,Saugus,2631.0,740000.0
4.0,3.0,21.67,Columbia,4120.0,999999.0
3.0,3.0,0.3,Manchester,2250.0,629900.0
3.0,2.0,0.26,Waterbury,1446.0,275000.0
2.0,1.0,0.11,Wells,936.0,479900.0
4.0,2.0,1.26,Berwick,2000.0,415000.0
4.0,3.0,2.14,New Canaan,3041.0,1395000.0
3.0,2.0,0.45,Kennebunk,1904.0,549000.0
4.0,3.0,0.37,West Haven,2388.0,495000.0
9.0,3.0,0.11,Everett,3864.0,985000.0
3.0,1.0,0.06,Wakefield,1236.0,429900.0
3.0,5.0,3.15,Nantucket,2979.0,5450000.0
4.0,4.0,0.51,Stamford,2240.0,699000.0
3.0,3.0,0.19,New Haven,1668.0,359900.0
3.0,2.0,0.11,Springfield,1056.0,219900.0
6.0,10.0,8.14,Greenwich,10422.0,17000000.0
4.0,3.0,1.08,Stamford,2736.0,849999.0
3.0,2.0,0.23,Dalton,1452.0,159900.0
3.0,3.0,0.08,Providence,1188.0,335000.0
4.0,3.0,0.35,Taunton,2056.0,599900.0
3.0,2.0,0.45,South Windsor,1056.0,259900.0
4.0,4.0,1.04,Duxbury,3310.0,1449000.0
2.0,1.0,0.29,Fitchburg,1111.0,285000.0
3.0,3.0,0.53,Portsmouth,2194.0,699000.0
3.0,3.0,0.05,Boston,2220.0,3350000.0
2.0,2.0,0.23,Derby,1497.0,225000.0
3.0,2.0,0.21,Fairfield,1558.0,669000.0
5.0,5.0,0.5,Fairfield,4500.0,1400000.0
4.0,1.0,0.11,Lowell,1412.0,429999.0
3.0,1.0,0.13,New Bedford,1208.0,329900.0
4.0,3.0,0.21,Reading,1904.0,699900.0
6.0,2.0,0.32,Vernon,2600.0,199900.0
4.0,4.0,40.66,Shrewsbury,2495.0,2795000.0
4.0,4.0,2.0,Westport,3069.0,1650000.0
4.0,2.0,0.11,Johnston,2458.0,259900.0
3.0,2.0,0.39,Marstons Mills,1728.0,675000.0
3.0,2.0,0.57,Hamden,2158.0,299900.0
5.0,6.0,22.97,Salisbury,7195.0,4995000.0
4.0,3.0,2.8,Westbrook,3015.0,499000.0
3.0,2.0,0.43,New Milford,1556.0,439000.0
3.0,2.0,0.11,Swampscott,2133.0,699000.0
4.0,3.0,0.64,Forestdale,2886.0,759900.0
3.0,3.0,0.68,Mansfield,2146.0,695000.0
3.0,2.0,0.42,Waterbury,2032.0,299900.0
3.0,3.0,0.32,West Warwick,1332.0,379000.0
4.0,3.0,2.04,Chester,2255.0,579000.0
7.0,3.0,0.22,Bridgeport,3579.0,449000.0
5.0,4.0,2.1,Westport,3284.0,2395000.0
5.0,7.0,2.36,Weston,4767.0,1485000.0
2.0,2.0,0.24,Stratford,1431.0,350000.0
3.0,2.0,0.12,Hamden,1116.0,173000.0
3.0,2.0,1.49,Ledyard,1428.0,270000.0
4.0,2.0,2.12,Lisbon,2496.0,405000.0
3.0,1.0,0.61,South Windsor,912.0,244900.0
3.0,2.0,0.18,Hamden,1536.0,339900.0
3.0,1.0,0.66,Montville,1050.0,230000.0
5.0,4.0,1.01,North Branford,2080.0,575000.0
3.0,3.0,0.22,Hyannis,2222.0,799900.0
2.0,1.0,0.06,Bellingham,990.0,309900.0
3.0,1.0,0.26,East Haven,972.0,257900.0
3.0,2.0,0.09,Lynn,1191.0,309900.0
4.0,4.0,0.46,Falmouth,4700.0,2150000.0
4.0,3.0,0.98,West Falmouth,2263.0,849995.0
3.0,1.0,0.21,Manchester,1314.0,264900.0
3.0,3.0,0.2,New London,1879.0,269900.0
4.0,2.0,0.34,Cheshire,1830.0,325000.0
4.0,4.0,0.13,Waterbury,2012.0,184000.0
4.0,2.0,0.41,Wallingford,1132.0,319900.0
4.0,3.0,0.19,Boston,1394.0,589000.0
4.0,3.0,1.0,Hamden,3243.0,530000.0
3.0,1.0,0.09,Worcester,1235.0,260000.0
3.0,1.0,0.17,Cranston,960.0,270000.0
4.0,4.0,0.3,Windsor,1667.0,309900.0
5.0,4.0,1.5,Norfolk,3203.0,850000.0
4.0,4.0,0.5,Norwalk,1814.0,649900.0
3.0,2.0,1.11,Plaistow,2432.0,599000.0
4.0,2.0,2.25,Thetford,2468.0,199900.0
3.0,1.0,0.11,Pawtucket,1080.0,319900.0
4.0,3.0,3.19,Easton,3080.0,799000.0
3.0,3.0,2.24,Waterville,3428.0,989000.0
3.0,2.0,0.23,Charlestown,1372.0,449800.0
6.0,3.0,0.1,Brockton,2342.0,599999.0
3.0,2.0,0.25,Norton,1008.0,94900.0
5.0,3.0,0.26,Lyndon,3250.0,175000.0
4.0,7.0,6.0,Madison,7168.0,6000000.0
7.0,5.0,0.11,New Haven,2791.0,625000.0
6.0,3.0,8.11,Phillipston,4197.0,949000.0
3.0,2.0,0.17,Waterbury,1200.0,234900.0
5.0,5.0,3.0,Brookfield,4160.0,875000.0
4.0,3.0,0.13,New Milford,2595.0,439900.0
3.0,3.0,0.3,West Hartford,1416.0,360000.0
4.0,3.0,1.53,Amherst,2716.0,575000.0
6.0,2.0,0.1,Waterville,3200.0,119900.0
3.0,2.0,0.11,North Providence,1144.0,380000.0
8.0,13.0,29.5,Litchfield,12016.0,5900000.0
3.0,2.0,0.17,New Milford,2243.0,495000.0
3.0,2.0,0.25,Dedham,1906.0,725000.0
5.0,5.0,1.0,Madison,5098.0,949000.0
4.0,3.0,0.35,Falmouth,2020.0,1100000.0
4.0,3.0,0.15,Norwalk,3117.0,1899000.0
2.0,2.0,0.28,Wolfeboro,1675.0,475000.0
3.0,2.0,0.11,Hamden,2103.0,299000.0
4.0,2.0,0.49,Cranston,1700.0,409900.0
2.0,1.0,0.07,Salem,1690.0,530000.0
1.0,1.0,2.0,Perry,999.0,79000.0
3.0,2.0,22.0,Hope,1595.0,649000.0
3.0,2.0,0.2,Chicopee,1584.0,299900.0
3.0,3.0,0.07,Milford,1950.0,999900.0
2.0,2.0,0.79,Truro,1651.0,749000.0
4.0,5.0,1.76,Stamford,2995.0,1125000.0
4.0,4.0,1.11,New Milford,2520.0,499900.0
3.0,2.0,1.45,Preston,1290.0,319000.0
3.0,2.0,0.27,Warwick,1161.0,385000.0
3.0,3.0,2.09,Ashford,1490.0,385000.0
6.0,7.0,1.35,Greenwich,7554.0,7995000.0
4.0,6.0,0.19,Stonington,4314.0,5200000.0
4.0,3.0,2.03,Brookfield,1982.0,550000.0
4.0,2.0,0.45,New Milford,2139.0,389900.0
5.0,3.0,2.01,Fairfield,3100.0,1225000.0
4.0,3.0,1.7,Mansfield,1400.0,314900.0
4.0,3.0,2.05,Newtown,2208.0,585500.0
3.0,3.0,0.47,Middletown,1488.0,319999.0
3.0,2.0,0.41,Lynn,1249.0,369900.0
3.0,2.0,0.36,Ridgefield,2424.0,799000.0
3.0,2.0,0.1,Beverly,1608.0,579000.0
3.0,2.0,3.3,West Gardiner,1080.0,225000.0
4.0,1.0,0.22,New Britain,1280.0,225000.0
2.0,1.0,0.15,Darien,936.0,565000.0
2.0,3.0,1.07,Amherst,2466.0,609000.0
2.0,2.0,0.23,Wolcott,986.0,210000.0
3.0,2.0,0.22,Bristol,1078.0,149609.0
3.0,1.0,0.09,Cranston,1178.0,349900.0
4.0,4.0,1.03,Campton,2856.0,439900.0
1.0,1.0,0.23,Newtown,698.0,240000.0
3.0,2.0,0.53,Stonington,2140.0,459000.0
2.0,1.0,0.23,Bloomfield,984.0,199900.0
5.0,7.0,1.73,Greenwich,5417.0,3650000.0
3.0,1.0,0.53,Holden,1198.0,359900.0
3.0,1.0,0.1,Springfield,1428.0,139000.0
5.0,3.0,0.41,Dedham,3602.0,1199000.0
3.0,2.0,0.26,Wethersfield,1405.0,310000.0
4.0,4.0,0.22,Fairfield,2290.0,1049000.0
5.0,5.0,5.95,Stamford,5477.0,1500000.0
2.0,1.0,0.28,Richford,1000.0,165000.0
5.0,3.0,0.41,Westborough,2721.0,699900.0
4.0,2.0,0.23,Danbury,1556.0,359000.0
6.0,2.0,0.08,New Haven,1756.0,262000.0
3.0,1.0,0.12,Ansonia,1830.0,199900.0
3.0,2.0,0.14,New London,1404.0,300000.0
6.0,3.0,0.28,Brockton,2982.0,664900.0
6.0,2.0,0.26,Groton,2741.0,300000.0
2.0,1.0,0.15,Gray,1200.0,275000.0
6.0,3.0,0.09,Bridgeport,2814.0,415000.0
3.0,2.0,0.46,Watertown,1338.0,305000.0
3.0,3.0,0.28,Torrington,1884.0,415000.0
5.0,5.0,0.56,Wells,5691.0,2150000.0
2.0,1.0,0.34,East Haddam,968.0,199900.0
5.0,4.0,1.81,Brookline,3322.0,799999.0
9.0,3.0,0.21,Waterbury,4029.0,269900.0
2.0,2.0,0.11,Berlin,1229.0,99900.0
4.0,4.0,0.2,West Haven,1635.0,179900.0
3.0,2.0,0.27,East Hartford,1824.0,249900.0
4.0,4.0,3.44,East Lyme,4333.0,995000.0
3.0,2.0,0.33,Wethersfield,1519.0,324000.0
4.0,3.0,1.52,New Milford,2168.0,580000.0
2.0,1.0,0.12,Bennington,784.0,89000.0
1.0,1.0,0.13,West Warwick,649.0,225000.0
3.0,1.0,0.12,Manchester,1331.0,349900.0
3.0,1.0,0.82,Norwich,1385.0,199999.0
3.0,3.0,0.28,Hamden,1332.0,309000.0
3.0,1.0,0.04,Cranston,1664.0,290000.0
4.0,3.0,3.73,Newtown,2638.0,680000.0
3.0,2.0,0.11,Manchester,1369.0,354900.0
4.0,4.0,1.38,Suffield,4089.0,827000.0
3.0,1.0,0.06,New Bedford,997.0,249900.0
4.0,2.0,0.07,Waterville,1680.0,99900.0
3.0,2.0,0.41,Enfield,1200.0,324900.0
3.0,2.0,0.49,Agawam,1708.0,379900.0
4.0,4.0,0.55,Norwalk,4727.0,1750000.0
5.0,5.0,3.8,Washington,2957.0,1700000.0
3.0,2.0,0.18,Cranston,1107.0,375000.0
3.0,2.0,0.27,Hyannis,2080.0,550000.0
3.0,4.0,1.07,Danbury,1662.0,779900.0
3.0,1.0,0.85,Madison,1254.0,289000.0
3.0,1.0,18.0,Berkshire,1656.0,299900.0
2.0,2.0,0.05,Chicopee,1200.0,275000.0
2.0,1.0,0.22,Greenfield,816.0,215000.0
5.0,6.0,0.79,New Seabury,4569.0,8900000.0
4.0,3.0,6.46,Conway,3159.0,849900.0
3.0,2.0,0.12,Enfield,1479.0,290000.0
3.0,3.0,0.24,Waterbury,1244.0,310000.0
4.0,4.0,2.58,Vernon,3072.0,549900.0
3.0,2.0,2.62,East Haddam,1300.0,339000.0
3.0,2.0,0.19,Dunstable,2818.0,684000.0
3.0,2.0,0.32,Seymour,1190.0,309900.0
3.0,1.0,0.25,Adams,1105.0,199900.0
4.0,3.0,0.46,North Branford,2800.0,369900.0
4.0,2.0,0.63,Cumberland,1670.0,380000.0
6.0,2.0,0.18,Hamden,1539.0,219900.0
3.0,4.0,0.33,Mashpee,2800.0,1490000.0
5.0,2.0,0.12,Quincy,1885.0,799900.0
6.0,5.0,4.01,Greenwich,5556.0,3800000.0
2.0,1.0,0.23,Hampstead,1142.0,330000.0
3.0,2.0,4.5,Killingworth,1152.0,359900.0
2.0,1.0,0.16,Hamden,930.0,229900.0
4.0,5.0,1.03,Stamford,4226.0,1230000.0
6.0,3.0,0.15,Waterbury,3645.0,239900.0
4.0,3.0,0.72,Andover,2855.0,835000.0
5.0,4.0,0.53,Middletown,3120.0,1199000.0
3.0,2.0,0.24,Warwick,1512.0,349900.0
3.0,3.0,1.22,Hamden,2217.0,389900.0
3.0,3.0,3.06,Southbury,3294.0,465000.0
3.0,2.0,0.1,Woonsocket,1047.0,269994.0
3.0,3.0,4.33,Alford,1956.0,1175000.0
4.0,3.0,0.84,Avon,2614.0,499000.0
4.0,4.0,0.2,Old Greenwich,2538.0,2195000.0
3.0,2.0,0.27,Windham,1300.0,300000.0
3.0,3.0,0.33,West Hartford,1997.0,488888.0
4.0,2.0,1.48,Wilton,1928.0,799900.0
3.0,1.0,0.17,Watertown,1300.0,199900.0
3.0,2.0,0.13,Worcester,1261.0,334900.0
9.0,9.0,1.0,Sheffield,5358.0,839000.0
4.0,3.0,0.23,Fairhaven,4167.0,1350000.0
4.0,2.0,0.7,Killingly,1862.0,349900.0
2.0,1.0,0.13,Ridgefield,1250.0,449000.0
4.0,3.0,1.03,Canton,2246.0,325000.0
2.0,1.0,0.11,Warwick,1128.0,255000.0
3.0,2.0,0.21,Springfield,1508.0,309900.0
3.0,3.0,1.3,Pittsburg,1280.0,237500.0
5.0,2.0,0.21,Groton,2282.0,298000.0
3.0,2.0,0.12,Barrington,1150.0,569000.0
3.0,2.0,0.17,Longmeadow,2038.0,295000.0
3.0,2.0,1.1,Standish,1067.0,289000.0
4.0,3.0,1.58,Scituate,3425.0,759900.0
4.0,3.0,1.6,Stamford,2586.0,755000.0
3.0,2.0,0.14,North Adams,1525.0,85000.0
3.0,2.0,0.27,Barre,1869.0,275000.0
1.0,1.0,0.01,Boston,560.0,419000.0
7.0,11.0,74.36,Westwood,10600.0,8000000.0
5.0,3.0,1.56,Gilford,2532.0,525000.0
5.0,7.0,1.25,Greenwich,7034.0,4600000.0
2.0,1.0,0.35,Brimfield,814.0,164900.0
4.0,2.0,0.32,Milford,2313.0,749999.0
4.0,1.0,0.12,Worcester,1248.0,249900.0
6.0,3.0,0.13,Hartford,3189.0,289000.0
3.0,2.0,1.02,North Stonington,1196.0,280000.0
3.0,3.0,1.22,Bennington,3141.0,575000.0
5.0,4.0,0.57,Walpole,3958.0,645000.0
4.0,2.0,0.48,Windsor Locks,960.0,269900.0
3.0,1.0,0.34,Derry,1968.0,319900.0
3.0,2.0,0.12,Norwalk,1084.0,475000.0
3.0,3.0,0.24,Norwalk,2090.0,1395000.0
6.0,2.0,0.11,Meriden,2237.0,250000.0
9.0,10.0,400.0,Woodstock,18777.0,60000000.0
3.0,2.0,0.3,Chelmsford,1344.0,525000.0
4.0,2.0,0.18,Salem,1992.0,629000.0
3.0,4.0,0.89,Litchfield,4394.0,1850000.0
5.0,5.0,0.9,Glastonbury,3776.0,520000.0
6.0,2.0,0.14,Hartford,3608.0,295000.0
3.0,2.0,0.13,Providence,1170.0,266000.0
4.0,2.0,0.14,New Britain,1539.0,254900.0
3.0,4.0,0.92,Bourne,2455.0,599900.0
4.0,2.0,0.06,Pepperell,2457.0,489900.0
4.0,3.0,1.04,Lenox,3005.0,795000.0
4.0,2.0,0.18,Bridgeport,1496.0,330000.0
4.0,2.0,0.14,Salisbury,1166.0,1199900.0
2.0,2.0,0.35,Branford,1320.0,290000.0
3.0,2.0,0.04,Somerset,1131.0,381963.0
3.0,3.0,2.63,East Hampton,3148.0,199900.0
2.0,2.0,0.52,Burlington,1498.0,390000.0
4.0,4.0,1.12,Ridgefield,4160.0,1425000.0
2.0,1.0,0.23,Sutton,960.0,289900.0
6.0,3.0,0.56,Worcester,1734.0,499900.0
3.0,2.0,0.46,Enfield,1236.0,289900.0
3.0,1.0,0.16,Hamden,1200.0,199900.0
2.0,4.0,0.5,Newmarket,4037.0,299900.0
2.0,2.0,0.03,Boston,1390.0,2295000.0
3.0,2.0,0.33,Milton,1512.0,369000.0
6.0,5.0,0.41,Greenwich,4163.0,2995000.0
4.0,3.0,2.03,Wilton,2152.0,899000.0
4.0,4.0,4.05,Hamden,3179.0,559000.0
4.0,2.0,0.37,Hamden,1400.0,295000.0
